date,nhser21nm,nhser21cdh,nhser21cd,stp21nm,stp21cdh,stp21cd,ccg21nm,ccg21cdh,ccg21cd,registered_patients
2017-09-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Wirral CCG,12F,E38000208,336360
2017-09-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Newcastle Gateshead CCG,13T,E38000212,518652
2017-09-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Manchester CCG,14L,E38000217,629149
2017-09-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Buckinghamshire CCG,14Y,E38000223,557123
2017-09-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Berkshire West CCG,15A,E38000221,538832
2017-09-01,South West,Y58,E40000006,"Bristol, North Somerset and South Gloucestershire",QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,E38000222,997259
2017-09-01,Midlands,Y60,E40000008,Birmingham and Solihull,QHL,E54000017,NHS Birmingham and Solihull CCG,15E,E38000220,1304289
2017-09-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Leeds CCG,15F,E38000225,868758
2017-09-01,Midlands,Y60,E40000008,Joined Up Care Derbyshire,QJ2,E54000012,NHS Derby and Derbyshire CCG,15M,E38000229,1045918
2017-09-01,South West,Y58,E40000006,Devon,QJK,E54000037,NHS Devon CCG,15N,E38000230,1215948
2017-09-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Tees Valley CCG,16C,E38000247,700035
2017-09-01,Midlands,Y60,E40000008,Herefordshire and Worcestershire,QGH,E54000019,NHS Herefordshire and Worcestershire CCG,18C,E38000236,789859
2017-09-01,East of England,Y61,E40000007,Norfolk and Waveney Health and Care Partnership,QMM,E54000022,NHS Norfolk and Waveney CCG,26A,E38000239,1047189
2017-09-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Cheshire CCG,27D,E38000233,761219
2017-09-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Bradford District and Craven CCG,36J,E38000232,629616
2017-09-01,London,Y56,E40000003,South West London Health and Care Partnership,QWE,E54000031,NHS South West London CCG,36L,E38000245,1653891
2017-09-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Yorkshire CCG,42D,E38000241,426972
2017-09-01,Midlands,Y60,E40000008,Nottingham and Nottinghamshire Health and Care,QT1,E54000014,NHS Nottingham and Nottinghamshire CCG,52R,E38000243,1066386
2017-09-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS West Sussex CCG,70F,E38000248,884845
2017-09-01,Midlands,Y60,E40000008,Lincolnshire,QJM,E54000013,NHS Lincolnshire CCG,71E,E38000238,786471
2017-09-01,London,Y56,E40000003,Our Healthier South East London,QKK,E54000030,NHS South East London CCG,72Q,E38000244,1943053
2017-09-01,Midlands,Y60,E40000008,Northamptonshire,QPM,E54000020,NHS Northamptonshire CCG,78H,E38000242,757263
2017-09-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS County Durham CCG,84H,E38000234,547687
2017-09-01,South East,Y59,E40000005,Kent and Medway,QKS,E54000032,NHS Kent and Medway CCG,91Q,E38000237,1871679
2017-09-01,South East,Y59,E40000005,Surrey Heartlands Health and Care Partnership,QXU,E54000052,NHS Surrey Heartlands CCG,92A,E38000246,1085435
2017-09-01,South West,Y58,E40000006,"Bath and North East Somerset, Swindon and Wiltshire",QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,E38000231,926613
2017-09-01,London,Y56,E40000003,North London Partners in Health and Care,QMJ,E54000028,NHS North Central London CCG,93C,E38000240,1598428
2017-09-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS East Sussex CCG,97R,E38000235,554387
2017-09-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Liverpool CCG,99A,E38000101,523651
2017-09-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Tyneside CCG,99C,E38000127,218801
2017-09-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Basildon and Brentwood CCG,99E,E38000007,277705
2017-09-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Castle Point and Rochford CCG,99F,E38000030,184929
2017-09-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Southend CCG,99G,E38000168,188031
2017-09-01,London,Y56,E40000003,East London Health and Care Partnership,QMF,E54000029,NHS North East London CCG,A3A8R,E38000255,2153806
2017-09-01,Midlands,Y60,E40000008,Coventry and Warwickshire,QWU,E54000018,NHS Coventry and Warwickshire CCG,B2M3M,E38000251,981588
2017-09-01,Midlands,Y60,E40000008,The Black Country and West Birmingham,QUA,E54000016,NHS Black Country and West Birmingham CCG,D2P2L,E38000250,1453755
2017-09-01,South East,Y59,E40000005,Frimley Health and Care ICS,QNQ,E54000034,NHS Frimley CCG,D4U1Y,E38000252,779445
2017-09-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,E38000253,1631811
2017-09-01,East of England,Y61,E40000007,"Bedfordshire, Luton and Milton Keynes",QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,E38000249,1000727
2017-09-01,Midlands,Y60,E40000008,Shropshire and Telford and Wrekin,QOC,E54000011,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,E38000257,493381
2017-09-01,London,Y56,E40000003,North West London Health and Care Partnership,QRV,E54000027,NHS North West London CCG,W2U3Z,E38000256,2382371
2017-09-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Kirklees CCG,X2C4Y,E38000254,439937
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Northumberland CCG,00L,E38000130,324350
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS South Tyneside CCG,00N,E38000163,156760
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Sunderland CCG,00P,E38000176,284156
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackburn with Darwen CCG,00Q,E38000014,174531
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackpool CCG,00R,E38000015,173253
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Bolton CCG,00T,E38000016,308220
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Bury CCG,00V,E38000024,203438
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Chorley and South Ribble CCG,00X,E38000034,182893
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Oldham CCG,00Y,E38000135,253787
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS East Lancashire CCG,01A,E38000050,380744
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,"NHS Heywood, Middleton and Rochdale CCG",01D,E38000080,232300
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Greater Preston CCG,01E,E38000227,207828
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Halton CCG,01F,E38000068,130864
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Salford CCG,01G,E38000143,270436
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Cumbria CCG,01H,E38000215,323791
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Knowsley CCG,01J,E38000091,164410
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Morecambe Bay CCG,01K,E38000228,350440
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS South Sefton CCG,01T,E38000161,154335
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Southport and Formby CCG,01V,E38000170,124735
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Stockport CCG,01W,E38000174,310932
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS St Helens CCG,01X,E38000172,197319
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Tameside and Glossop CCG,01Y,E38000182,247082
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Trafford CCG,02A,E38000187,241314
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Warrington CCG,02E,E38000194,217669
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS West Lancashire CCG,02G,E38000200,113581
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Wigan Borough CCG,02H,E38000205,326673
2017-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Fylde and Wyre CCG,02M,E38000226,170284
2017-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Barnsley CCG,02P,E38000006,258859
2017-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Bassetlaw CCG,02Q,E38000008,116870
2017-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Calderdale CCG,02T,E38000025,220270
2017-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Doncaster CCG,02X,E38000044,319447
2017-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS East Riding of Yorkshire CCG,02Y,E38000052,303241
2017-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Hull CCG,03F,E38000085,297237
2017-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North East Lincolnshire CCG,03H,E38000119,169488
2017-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Lincolnshire CCG,03K,E38000122,173929
2017-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Rotherham CCG,03L,E38000141,262341
2017-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Sheffield CCG,03N,E38000146,601122
2017-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Vale of York CCG,03Q,E38000188,353746
2017-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Wakefield CCG,03R,E38000190,371577
2017-10-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS East Leicestershire and Rutland CCG,03W,E38000051,327471
2017-10-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS Leicester City CCG,04C,E38000097,404006
2017-10-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS West Leicestershire CCG,04V,E38000201,390052
2017-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Cannock Chase CCG,04Y,E38000028,132604
2017-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS East Staffordshire CCG,05D,E38000053,141226
2017-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS North Staffordshire CCG,05G,E38000126,218317
2017-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,E38000153,212072
2017-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stafford and Surrounds CCG,05V,E38000173,148813
2017-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stoke on Trent CCG,05W,E38000175,289875
2017-10-01,East of England,Y61,E40000007,Cambridgeshire and Peterborough,QUE,E54000021,NHS Cambridgeshire and Peterborough CCG,06H,E38000026,957044
2017-10-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS East and North Hertfordshire CCG,06K,E38000049,596188
2017-10-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS Ipswich and East Suffolk CCG,06L,E38000086,405781
2017-10-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS Herts Valleys CCG,06N,E38000079,643228
2017-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Mid Essex CCG,06Q,E38000106,390061
2017-10-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS North East Essex CCG,06T,E38000117,348600
2017-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Thurrock CCG,07G,E38000185,175112
2017-10-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS West Essex CCG,07H,E38000197,311063
2017-10-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS West Suffolk CCG,07K,E38000204,250071
2017-10-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS Brighton and Hove CCG,09D,E38000021,315307
2017-10-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Oxfordshire CCG,10Q,E38000136,738980
2017-10-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,NHS Portsmouth CCG,10R,E38000137,227938
2017-10-01,South West,Y58,E40000006,Dorset,QVV,E54000041,NHS Dorset CCG,11J,E38000045,799189
2017-10-01,South West,Y58,E40000006,Gloucestershire,QR1,E54000043,NHS Gloucestershire CCG,11M,E38000062,643343
2017-10-01,South West,Y58,E40000006,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,E54000036,NHS Kernow CCG,11N,E38000089,573461
2017-10-01,South West,Y58,E40000006,Somerset,QSL,E54000038,NHS Somerset CCG,11X,E38000150,572819
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Wirral CCG,12F,E38000208,336150
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Newcastle Gateshead CCG,13T,E38000212,523492
2017-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Manchester CCG,14L,E38000217,635683
2017-10-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Buckinghamshire CCG,14Y,E38000223,556941
2017-10-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Berkshire West CCG,15A,E38000221,540783
2017-10-01,South West,Y58,E40000006,"Bristol, North Somerset and South Gloucestershire",QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,E38000222,999318
2017-10-01,Midlands,Y60,E40000008,Birmingham and Solihull,QHL,E54000017,NHS Birmingham and Solihull CCG,15E,E38000220,1306343
2017-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Leeds CCG,15F,E38000225,875991
2017-10-01,Midlands,Y60,E40000008,Joined Up Care Derbyshire,QJ2,E54000012,NHS Derby and Derbyshire CCG,15M,E38000229,1046994
2017-10-01,South West,Y58,E40000006,Devon,QJK,E54000037,NHS Devon CCG,15N,E38000230,1218487
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Tees Valley CCG,16C,E38000247,699899
2017-10-01,Midlands,Y60,E40000008,Herefordshire and Worcestershire,QGH,E54000019,NHS Herefordshire and Worcestershire CCG,18C,E38000236,790061
2017-10-01,East of England,Y61,E40000007,Norfolk and Waveney Health and Care Partnership,QMM,E54000022,NHS Norfolk and Waveney CCG,26A,E38000239,1048868
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Cheshire CCG,27D,E38000233,761204
2017-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Bradford District and Craven CCG,36J,E38000232,629838
2017-10-01,London,Y56,E40000003,South West London Health and Care Partnership,QWE,E54000031,NHS South West London CCG,36L,E38000245,1655229
2017-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Yorkshire CCG,42D,E38000241,427078
2017-10-01,Midlands,Y60,E40000008,Nottingham and Nottinghamshire Health and Care,QT1,E54000014,NHS Nottingham and Nottinghamshire CCG,52R,E38000243,1075629
2017-10-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS West Sussex CCG,70F,E38000248,885548
2017-10-01,Midlands,Y60,E40000008,Lincolnshire,QJM,E54000013,NHS Lincolnshire CCG,71E,E38000238,788640
2017-10-01,London,Y56,E40000003,Our Healthier South East London,QKK,E54000030,NHS South East London CCG,72Q,E38000244,1945629
2017-10-01,Midlands,Y60,E40000008,Northamptonshire,QPM,E54000020,NHS Northamptonshire CCG,78H,E38000242,757601
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS County Durham CCG,84H,E38000234,547649
2017-10-01,South East,Y59,E40000005,Kent and Medway,QKS,E54000032,NHS Kent and Medway CCG,91Q,E38000237,1873824
2017-10-01,South East,Y59,E40000005,Surrey Heartlands Health and Care Partnership,QXU,E54000052,NHS Surrey Heartlands CCG,92A,E38000246,1084869
2017-10-01,South West,Y58,E40000006,"Bath and North East Somerset, Swindon and Wiltshire",QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,E38000231,927252
2017-10-01,London,Y56,E40000003,North London Partners in Health and Care,QMJ,E54000028,NHS North Central London CCG,93C,E38000240,1603917
2017-10-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS East Sussex CCG,97R,E38000235,553941
2017-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Liverpool CCG,99A,E38000101,527962
2017-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Tyneside CCG,99C,E38000127,218814
2017-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Basildon and Brentwood CCG,99E,E38000007,277607
2017-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Castle Point and Rochford CCG,99F,E38000030,184834
2017-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Southend CCG,99G,E38000168,188009
2017-10-01,London,Y56,E40000003,East London Health and Care Partnership,QMF,E54000029,NHS North East London CCG,A3A8R,E38000255,2158026
2017-10-01,Midlands,Y60,E40000008,Coventry and Warwickshire,QWU,E54000018,NHS Coventry and Warwickshire CCG,B2M3M,E38000251,986343
2017-10-01,Midlands,Y60,E40000008,The Black Country and West Birmingham,QUA,E54000016,NHS Black Country and West Birmingham CCG,D2P2L,E38000250,1454660
2017-10-01,South East,Y59,E40000005,Frimley Health and Care ICS,QNQ,E54000034,NHS Frimley CCG,D4U1Y,E38000252,780618
2017-10-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,E38000253,1635957
2017-10-01,East of England,Y61,E40000007,"Bedfordshire, Luton and Milton Keynes",QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,E38000249,1001016
2017-10-01,Midlands,Y60,E40000008,Shropshire and Telford and Wrekin,QOC,E54000011,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,E38000257,493536
2017-10-01,London,Y56,E40000003,North West London Health and Care Partnership,QRV,E54000027,NHS North West London CCG,W2U3Z,E38000256,2386794
2017-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Kirklees CCG,X2C4Y,E38000254,441263
2017-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Northumberland CCG,00L,E38000130,324516
2017-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS South Tyneside CCG,00N,E38000163,156802
2017-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Sunderland CCG,00P,E38000176,283976
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackburn with Darwen CCG,00Q,E38000014,174573
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackpool CCG,00R,E38000015,173320
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Bolton CCG,00T,E38000016,308386
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Bury CCG,00V,E38000024,203439
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Chorley and South Ribble CCG,00X,E38000034,182973
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Oldham CCG,00Y,E38000135,253893
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS East Lancashire CCG,01A,E38000050,380839
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,"NHS Heywood, Middleton and Rochdale CCG",01D,E38000080,232581
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Greater Preston CCG,01E,E38000227,208636
2017-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Halton CCG,01F,E38000068,130909
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Salford CCG,01G,E38000143,270916
2017-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Cumbria CCG,01H,E38000215,323793
2017-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Knowsley CCG,01J,E38000091,164490
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Morecambe Bay CCG,01K,E38000228,345659
2017-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS South Sefton CCG,01T,E38000161,154463
2017-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Southport and Formby CCG,01V,E38000170,124764
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Stockport CCG,01W,E38000174,310957
2017-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS St Helens CCG,01X,E38000172,197384
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Tameside and Glossop CCG,01Y,E38000182,247233
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Trafford CCG,02A,E38000187,241361
2017-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Warrington CCG,02E,E38000194,217674
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS West Lancashire CCG,02G,E38000200,113701
2017-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Wigan Borough CCG,02H,E38000205,326766
2017-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Fylde and Wyre CCG,02M,E38000226,177552
2017-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Barnsley CCG,02P,E38000006,259114
2017-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Bassetlaw CCG,02Q,E38000008,116882
2017-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Calderdale CCG,02T,E38000025,219185
2017-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Doncaster CCG,02X,E38000044,319543
2017-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS East Riding of Yorkshire CCG,02Y,E38000052,303397
2017-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Hull CCG,03F,E38000085,297806
2017-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North East Lincolnshire CCG,03H,E38000119,169497
2017-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Lincolnshire CCG,03K,E38000122,174010
2017-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Rotherham CCG,03L,E38000141,262557
2017-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Sheffield CCG,03N,E38000146,601235
2017-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Vale of York CCG,03Q,E38000188,356153
2017-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Wakefield CCG,03R,E38000190,371704
2017-11-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS East Leicestershire and Rutland CCG,03W,E38000051,327681
2017-11-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS Leicester City CCG,04C,E38000097,406130
2017-11-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS West Leicestershire CCG,04V,E38000201,391188
2017-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Cannock Chase CCG,04Y,E38000028,132725
2017-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS East Staffordshire CCG,05D,E38000053,141270
2017-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS North Staffordshire CCG,05G,E38000126,218262
2017-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,E38000153,212053
2017-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stafford and Surrounds CCG,05V,E38000173,148810
